number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_dropout,params_layers,params_loss,params_max_lr,params_pct_start,params_weight_decay,params_width,user_attrs_constraint_adjusted_dropout,state
122,1.2609729766845703,2025-10-13 20:17:54.605589,2025-10-13 20:18:17.856343,0 days 00:00:23.250754,gelu,64,0.0,5,huber,0.0009118753851961949,0.36446120104822255,1.809143526412404e-06,128,,COMPLETE
123,1.2858934283256531,2025-10-13 20:18:17.949860,2025-10-13 20:18:40.179997,0 days 00:00:22.230137,gelu,64,0.0,4,huber,0.0010422003712535486,0.3713333346356673,5.275723467528461e-06,128,,COMPLETE
124,1.3158987283706665,2025-10-13 20:18:40.279005,2025-10-13 20:19:01.298026,0 days 00:00:21.019021,gelu,64,0.0,5,mae,0.0009951130837975452,0.34370486134163447,2.4242736266767836e-06,128,,COMPLETE
125,1.3001581311225892,2025-10-13 20:19:01.396947,2025-10-13 20:19:22.399557,0 days 00:00:21.002610,gelu,64,0.0,5,huber,0.0009594131353320025,0.37627405362580485,3.99091570328627e-06,128,,COMPLETE
126,1.2637394666671753,2025-10-13 20:19:22.484437,2025-10-13 20:19:43.128036,0 days 00:00:20.643599,gelu,64,0.0,5,huber,0.0011410249071643092,0.3283735741429828,1.4789797432686041e-05,128,,COMPLETE
127,1.2558864951133728,2025-10-13 20:19:43.229420,2025-10-13 20:20:07.257160,0 days 00:00:24.027740,gelu,64,0.0,5,huber,0.001078747658867864,0.3624143775290254,1.794543603311086e-05,128,,COMPLETE
128,1.2600624203681945,2025-10-13 20:20:07.359077,2025-10-13 20:20:31.705852,0 days 00:00:24.346775,gelu,64,0.0,5,huber,0.0010707702313219759,0.36360154333402506,2.990167153714026e-05,128,,COMPLETE
129,1.2779112458229065,2025-10-13 20:20:31.804865,2025-10-13 20:20:53.721442,0 days 00:00:21.916577,gelu,64,0.0,5,huber,0.0010067788311281828,0.37510673161017655,6.695473183178222e-06,128,,COMPLETE
130,1.3036107420921326,2025-10-13 20:20:53.814335,2025-10-13 20:21:17.039563,0 days 00:00:23.225228,gelu,64,0.0,5,huber,0.0010931653476077307,0.3702384806753371,1.7367229489041046e-05,256,True,COMPLETE
131,1.252569317817688,2025-10-13 20:21:17.138702,2025-10-13 20:21:39.926942,0 days 00:00:22.788240,gelu,64,0.0,5,huber,0.0009113917127910741,0.35373661430983094,1.1657994070762465e-05,128,,COMPLETE
132,1.2922463893890381,2025-10-13 20:21:40.025797,2025-10-13 20:22:02.753457,0 days 00:00:22.727660,gelu,64,0.0,5,huber,0.001038277162274921,0.35299141338958967,1.1285817619602127e-05,128,,COMPLETE
133,1.2750510215759276,2025-10-13 20:22:02.852515,2025-10-13 20:22:24.249129,0 days 00:00:21.396614,gelu,64,0.0,5,huber,0.0009782370601697837,0.34013194216461634,7.993433533823715e-06,128,,COMPLETE
134,1.2844369530677795,2025-10-13 20:22:24.335285,2025-10-13 20:22:47.085496,0 days 00:00:22.750211,gelu,64,0.0,5,huber,0.0009071846223192427,0.3486581528055925,9.737328791241597e-06,128,,COMPLETE
135,1.2367349863052368,2025-10-13 20:22:47.186704,2025-10-13 20:23:10.641675,0 days 00:00:23.454971,gelu,64,0.0,5,huber,0.0012156992650828517,0.36673382842664143,1.981985699885645e-05,128,,COMPLETE
136,1.2663230419158935,2025-10-13 20:23:10.745115,2025-10-13 20:23:56.871719,0 days 00:00:46.126604,gelu,32,0.0,5,huber,0.0011919769639975588,0.35661774917324646,2.27497525197311e-05,128,,COMPLETE
137,1.3280551075935363,2025-10-13 20:23:56.976455,2025-10-13 20:24:16.286757,0 days 00:00:19.310302,gelu,64,0.0,2,huber,0.0012191069208558436,0.36640409646459254,1.8394521809595435e-05,128,,COMPLETE
138,1.2893088698387145,2025-10-13 20:24:16.370706,2025-10-13 20:24:37.182798,0 days 00:00:20.812092,gelu,64,0.0,5,huber,0.000875864621735331,0.342493898074427,2.026431952358973e-05,128,,COMPLETE
139,1.521844744682312,2025-10-13 20:24:37.283095,2025-10-13 20:25:09.953807,0 days 00:00:32.670712,gelu,64,0.3,5,huber,0.0008196261405424957,0.38749571125273824,1.2773606768828618e-05,128,,COMPLETE
140,1.335941767692566,2025-10-13 20:25:10.053087,2025-10-13 20:25:26.865913,0 days 00:00:16.812826,gelu,64,0.0,4,mae,0.0013826402634628712,0.370268957451598,9.63083367048733e-06,128,,COMPLETE
141,1.3037895798683166,2025-10-13 20:25:26.954739,2025-10-13 20:25:46.557026,0 days 00:00:19.602287,gelu,64,0.0,5,huber,0.0012923875500212146,0.36195760588698317,2.423859253396273e-05,128,,COMPLETE
142,1.2773409128189086,2025-10-13 20:25:46.658618,2025-10-13 20:26:08.483082,0 days 00:00:21.824464,gelu,64,0.0,5,huber,0.0011322401073610331,0.35422141201448387,1.6495057004108482e-05,128,,COMPLETE
143,1.2700982332229613,2025-10-13 20:26:08.568301,2025-10-13 20:26:32.291518,0 days 00:00:23.723217,gelu,64,0.0,5,huber,0.0010255424711519009,0.36609518681670217,1.3136974214536336e-05,128,,COMPLETE
144,1.2773979544639587,2025-10-13 20:26:32.390759,2025-10-13 20:26:57.211060,0 days 00:00:24.820301,gelu,64,0.0,5,huber,0.000984737736795643,0.37690979619655574,2.166234991935166e-05,128,,COMPLETE
145,1.273434329032898,2025-10-13 20:26:57.310184,2025-10-13 20:27:19.155737,0 days 00:00:21.845553,gelu,64,0.0,5,huber,0.0010634975543553215,0.3608324217467966,1.1090736623258461e-05,128,,COMPLETE
146,1.3630512595176696,2025-10-13 20:27:19.242743,2025-10-13 20:28:31.114820,0 days 00:01:11.872077,gelu,16,0.0,5,huber,0.0018439414106396794,0.33342167805482553,1.4801249045336848e-05,128,,COMPLETE
147,1.2583775281906129,2025-10-13 20:28:31.214077,2025-10-13 20:28:54.790446,0 days 00:00:23.576369,gelu,64,0.0,5,huber,0.0009181042272670788,0.3481060800487283,1.216564457379033e-06,128,,COMPLETE
148,1.2816190004348755,2025-10-13 20:28:54.889411,2025-10-13 20:29:19.573547,0 days 00:00:24.684136,gelu,64,0.0,5,huber,0.0009551273206539364,0.373014649079055,1.8546758668130602e-05,128,,COMPLETE
149,1.4258868455886842,2025-10-13 20:29:19.672528,2025-10-13 20:29:51.883304,0 days 00:00:32.210776,gelu,64,0.2,5,huber,0.001088767094425926,0.3555896543481311,3.12897250286824e-05,128,,COMPLETE
150,1.3057718873023987,2025-10-13 20:29:51.982198,2025-10-13 20:30:13.461167,0 days 00:00:21.478969,gelu,64,0.0,5,huber,0.0010217647048503934,0.35230810742722374,4.255042970594725e-06,128,,COMPLETE
151,1.2529252648353577,2025-10-13 20:30:13.559775,2025-10-13 20:30:36.994796,0 days 00:00:23.435021,gelu,64,0.0,5,huber,0.000916015964965218,0.3474263917236806,1.3737696255715595e-06,128,,COMPLETE
152,1.2717216253280639,2025-10-13 20:30:37.102894,2025-10-13 20:31:01.805803,0 days 00:00:24.702909,gelu,64,0.0,5,huber,0.0008672081926844676,0.35791011530300143,1.1773800718890546e-06,128,,COMPLETE
153,1.274105679988861,2025-10-13 20:31:01.898182,2025-10-13 20:31:25.211316,0 days 00:00:23.313134,gelu,64,0.0,5,huber,0.0008998827381669073,0.3396642625788901,1.6017319115598514e-06,128,,COMPLETE
154,1.263351559638977,2025-10-13 20:31:25.310728,2025-10-13 20:31:49.711075,0 days 00:00:24.400347,gelu,64,0.0,5,huber,0.0009344130238656586,0.34659936387072493,2.648637601010318e-05,128,,COMPLETE
155,1.275158441066742,2025-10-13 20:31:49.810362,2025-10-13 20:32:14.606784,0 days 00:00:24.796422,gelu,64,0.0,5,huber,0.0008321483617306215,0.37955731616456695,3.0183462738193464e-06,128,,COMPLETE
156,1.2763684749603272,2025-10-13 20:32:14.691501,2025-10-13 20:32:37.978924,0 days 00:00:23.287423,gelu,64,0.0,5,huber,0.0009885405207357473,0.38578695817485514,1.5989481736625623e-05,128,,COMPLETE
157,1.300005352497101,2025-10-13 20:32:38.078825,2025-10-13 20:33:04.425645,0 days 00:00:26.346820,gelu,64,0.0,5,huber,0.0009570943440205913,0.3670522790840242,1.3173937765487138e-05,256,True,COMPLETE
158,1.2889824748039245,2025-10-13 20:33:04.525201,2025-10-13 20:33:26.560027,0 days 00:00:22.034826,gelu,64,0.0,5,huber,0.0011618565323043518,0.36117377526230277,5.934194559176947e-06,128,,COMPLETE
159,1.3426013350486756,2025-10-13 20:33:26.646375,2025-10-13 20:33:43.012019,0 days 00:00:16.365644,gelu,64,0.0,2,huber,0.0012360113387795677,0.34377863373790524,8.976764297116927e-06,128,,COMPLETE
160,1.2737102866172791,2025-10-13 20:33:43.111456,2025-10-13 20:34:27.875434,0 days 00:00:44.763978,gelu,32,0.0,5,huber,0.001113126103805776,0.3500285579837919,1.126537463634432e-05,128,,COMPLETE
161,1.2547646403312682,2025-10-13 20:34:27.974756,2025-10-13 20:34:53.437235,0 days 00:00:25.462479,gelu,64,0.0,5,huber,0.0009115646635113506,0.3476284226525917,1.3920685029754595e-06,128,,COMPLETE
162,1.2823626041412353,2025-10-13 20:34:53.539053,2025-10-13 20:35:15.764137,0 days 00:00:22.225084,gelu,64,0.0,5,huber,0.0009006141168990993,0.33573900159451814,1.8925863855145693e-05,128,,COMPLETE
163,1.2473321437835694,2025-10-13 20:35:15.866189,2025-10-13 20:35:42.847046,0 days 00:00:26.980857,gelu,64,0.0,5,huber,0.0009379174120071952,0.3641895912632796,1.2562117151667522e-06,128,,COMPLETE
164,1.2421828031539917,2025-10-13 20:35:42.955741,2025-10-13 20:36:09.135871,0 days 00:00:26.180130,gelu,64,0.0,5,huber,0.000925132270656813,0.32772164075800825,1.2117129795226928e-06,128,,COMPLETE
165,1.2602450489997863,2025-10-13 20:36:09.238584,2025-10-13 20:36:32.018486,0 days 00:00:22.779902,gelu,64,0.0,5,huber,0.0009194984427266854,0.3409090053281983,1.01804827146206e-06,128,,COMPLETE
166,1.27489173412323,2025-10-13 20:36:32.126850,2025-10-13 20:36:53.193683,0 days 00:00:21.066833,gelu,64,0.0,5,huber,0.000866608519415709,0.32821234412326533,1.1713398269288584e-06,128,,COMPLETE
167,1.377777111530304,2025-10-13 20:36:53.278820,2025-10-13 20:37:19.140772,0 days 00:00:25.861952,gelu,64,0.1,5,huber,0.0009439713459554296,0.34451694775550606,1.4893462141106145e-06,128,,COMPLETE
168,1.2674975395202637,2025-10-13 20:37:19.240080,2025-10-13 20:37:42.601953,0 days 00:00:23.361873,gelu,64,0.0,5,mae,0.0008893556127367827,0.3375281988690488,1.5805997094707386e-06,128,,COMPLETE
169,1.2894798159599303,2025-10-13 20:37:42.710172,2025-10-13 20:38:04.352677,0 days 00:00:21.642505,gelu,64,0.0,4,huber,0.0008474544841030198,0.3517647999388892,1.4400054960966388e-06,128,,COMPLETE
170,1.5100948572158814,2025-10-13 20:38:04.437065,2025-10-13 20:39:50.012544,0 days 00:01:45.575479,gelu,16,0.3,5,huber,0.0009308450458929213,0.3332148578114957,2.050516605252512e-06,128,,COMPLETE
171,1.2728803873062133,2025-10-13 20:39:50.114723,2025-10-13 20:40:14.367954,0 days 00:00:24.253231,gelu,64,0.0,5,huber,0.0009681734922444466,0.35780729587355203,1.3016126611939617e-06,128,,COMPLETE
172,1.2697232484817504,2025-10-13 20:40:14.468578,2025-10-13 20:40:38.733618,0 days 00:00:24.265040,gelu,64,0.0,5,huber,0.0010013142259215385,0.36812198492836634,1.8643273561869275e-06,128,,COMPLETE
173,1.242352020740509,2025-10-13 20:40:38.834632,2025-10-13 20:41:02.127208,0 days 00:00:23.292576,gelu,64,0.0,5,huber,0.0009771285358734637,0.3473004190938305,1.3867460969698736e-06,128,,COMPLETE
174,1.2720646381378173,2025-10-13 20:41:02.230114,2025-10-13 20:41:25.018007,0 days 00:00:22.787893,gelu,64,0.0,5,huber,0.0009647553822405256,0.3472323836151825,1.401982444021724e-06,128,,COMPLETE
175,1.2713540196418762,2025-10-13 20:41:25.106202,2025-10-13 20:41:48.617592,0 days 00:00:23.511390,gelu,64,0.0,5,huber,0.0009235443803831973,0.35153392767313607,2.077004655328907e-06,128,,COMPLETE
176,1.254207229614258,2025-10-13 20:41:48.718835,2025-10-13 20:42:12.723195,0 days 00:00:24.004360,gelu,64,0.0,5,huber,0.0009007060162000754,0.34181034811135647,1.1007798063213384e-06,128,,COMPLETE
177,1.2695545315742494,2025-10-13 20:42:12.827457,2025-10-13 20:42:35.393458,0 days 00:00:22.566001,gelu,64,0.0,5,huber,0.0008944693095407042,0.34087291349339366,1.1344643640246633e-06,128,,COMPLETE
178,1.4331525683403015,2025-10-13 20:42:35.497286,2025-10-13 20:43:04.661518,0 days 00:00:29.164232,gelu,64,0.2,5,huber,0.0009436432014375424,0.3240394557806927,1.0240289826929991e-06,128,,COMPLETE
179,1.2884262442588805,2025-10-13 20:43:04.760870,2025-10-13 20:43:24.891006,0 days 00:00:20.130136,gelu,64,0.0,5,huber,0.0010021195438995791,0.3457294194428939,1.7000842081314264e-06,128,,COMPLETE
180,1.2756427884101869,2025-10-13 20:43:24.990419,2025-10-13 20:43:49.648952,0 days 00:00:24.658533,gelu,64,0.0,5,huber,0.0008748964584527709,0.3548880896768457,1.4097939333415776e-06,128,,COMPLETE
181,1.2632080554962157,2025-10-13 20:43:49.731981,2025-10-13 20:44:11.065599,0 days 00:00:21.333618,gelu,64,0.0,5,huber,0.000977630683445303,0.33755094789155177,1.3841608243996085e-06,128,,COMPLETE
182,1.2809279680252075,2025-10-13 20:44:11.167429,2025-10-13 20:44:35.143247,0 days 00:00:23.975818,gelu,64,0.0,5,huber,0.0008505548612469493,0.34854312530017484,1.2553388035781573e-06,128,,COMPLETE
183,1.2752164006233215,2025-10-13 20:44:35.242384,2025-10-13 20:44:55.115780,0 days 00:00:19.873396,gelu,64,0.0,5,huber,0.0008982770561150918,0.34351743847202626,2.2465529729670705e-06,128,,COMPLETE
184,1.3264463186264037,2025-10-13 20:44:55.198878,2025-10-13 20:45:14.512653,0 days 00:00:19.313775,gelu,64,0.0,5,huber,0.0009152211063642051,0.3318289406687862,1.6881538375401583e-06,128,,COMPLETE
185,1.2458752155303956,2025-10-13 20:45:14.621189,2025-10-13 20:45:38.066092,0 days 00:00:23.444903,gelu,64,0.0,5,huber,0.0010402131138032686,0.3735444452179045,1.0822609875868929e-06,128,,COMPLETE
186,1.2669342875480651,2025-10-13 20:45:38.169046,2025-10-13 20:46:01.840291,0 days 00:00:23.671245,gelu,64,0.0,5,huber,0.0010427372807719892,0.36995748229519104,1.057531301494757e-06,128,,COMPLETE
187,1.2926473736763,2025-10-13 20:46:01.927857,2025-10-13 20:46:30.683124,0 days 00:00:28.755267,gelu,64,0.0,5,huber,0.0009503697388468608,0.3748945738206364,1.2382034844647807e-06,256,True,COMPLETE
188,1.2481627106666564,2025-10-13 20:46:30.783518,2025-10-13 20:46:56.575328,0 days 00:00:25.791810,gelu,64,0.0,5,huber,0.0010091899949220334,0.3581045572938558,1.0132120779394088e-06,128,,COMPLETE
189,1.2777910113334656,2025-10-13 20:46:56.674660,2025-10-13 20:47:19.739751,0 days 00:00:23.065091,gelu,64,0.0,5,huber,0.0010151389994378713,0.3545399461393113,1.0250340472258949e-06,128,,COMPLETE
190,1.2713799595832824,2025-10-13 20:47:19.839108,2025-10-13 20:47:42.221953,0 days 00:00:22.382845,gelu,64,0.0,5,huber,0.0009710080383096154,0.3407307707451885,1.1741803345240188e-06,128,,COMPLETE
191,1.2912651181221009,2025-10-13 20:47:42.307568,2025-10-13 20:48:04.722481,0 days 00:00:22.414913,gelu,64,0.0,5,huber,0.0010031317638633768,0.3597807777829702,1.3081817268716626e-06,128,,COMPLETE
192,1.283612275123596,2025-10-13 20:48:04.821865,2025-10-13 20:48:26.709064,0 days 00:00:21.887199,gelu,64,0.0,5,huber,0.001037070148515782,0.3647085263352058,1.0331092321432817e-06,128,,COMPLETE
193,1.2631584882736206,2025-10-13 20:48:26.796567,2025-10-13 20:48:49.547355,0 days 00:00:22.750788,gelu,64,0.0,5,huber,0.0009405114388433755,0.35913070110511125,1.5374083813572932e-06,128,,COMPLETE
194,1.271491277217865,2025-10-13 20:48:49.649738,2025-10-13 20:49:14.140040,0 days 00:00:24.490302,gelu,64,0.0,5,huber,0.0009835662085000522,0.35105467245870065,2.658475807833026e-06,128,,COMPLETE
195,1.3678142070770263,2025-10-13 20:49:14.239432,2025-10-13 20:49:30.257662,0 days 00:00:16.018230,gelu,64,0.0,2,huber,0.001039702323495734,0.3736487222249409,1.4223279625827526e-05,128,,COMPLETE
196,1.286054754257202,2025-10-13 20:49:30.338496,2025-10-13 20:49:54.019787,0 days 00:00:23.681291,gelu,64,0.0,5,huber,0.0009180102442406476,0.34744732253410676,1.3077565168031033e-06,128,,COMPLETE
197,1.28597412109375,2025-10-13 20:49:54.120381,2025-10-13 20:50:40.561997,0 days 00:00:46.441616,gelu,32,0.0,5,huber,0.0008813516803275589,0.3553926736660048,1.257509434773909e-05,128,,COMPLETE
198,1.2814952969551086,2025-10-13 20:50:40.661374,2025-10-13 20:51:03.864764,0 days 00:00:23.203390,gelu,64,0.0,5,huber,0.000962400901942226,0.3791442791075111,1.026339196741284e-05,128,,COMPLETE
199,1.2831252336502075,2025-10-13 20:51:03.955873,2025-10-13 20:51:25.289523,0 days 00:00:21.333650,gelu,64,0.0,5,mae,0.0009945116095635034,0.36427307958487687,1.157782255795071e-06,128,,COMPLETE
200,1.25293128490448,2025-10-13 20:51:25.392646,2025-10-13 20:51:51.063176,0 days 00:00:25.670530,gelu,64,0.0,5,huber,0.0009117399106696532,0.3440862743785898,1.0031378826991532e-06,128,,COMPLETE
201,1.2686817288398742,2025-10-13 20:51:51.165147,2025-10-13 20:52:13.685586,0 days 00:00:22.520439,gelu,64,0.0,5,huber,0.0009104144724156371,0.3426595298177048,1.1277306177672694e-06,128,,COMPLETE
202,1.274431538581848,2025-10-13 20:52:13.770290,2025-10-13 20:52:36.725398,0 days 00:00:22.955108,gelu,64,0.0,5,huber,0.0009349506699475972,0.33540115806068826,1.461852867947554e-06,128,,COMPLETE
203,1.3027480721473694,2025-10-13 20:52:36.827537,2025-10-13 20:52:57.008583,0 days 00:00:20.181046,gelu,64,0.0,5,huber,0.0008729199593120842,0.3456518961493554,1.2802730995563708e-06,128,,COMPLETE
204,1.276152539253235,2025-10-13 20:52:57.114323,2025-10-13 20:53:20.279590,0 days 00:00:23.165267,gelu,64,0.0,5,huber,0.0010184747617809876,0.3525973293603158,1.0030800056564763e-06,128,,COMPLETE
205,1.3677744030952455,2025-10-13 20:53:20.364935,2025-10-13 20:53:49.473600,0 days 00:00:29.108665,gelu,64,0.1,5,huber,0.00093786476258094,0.33936263102659014,1.5039218966942485e-05,128,,COMPLETE
206,1.298349928855896,2025-10-13 20:53:49.573378,2025-10-13 20:54:08.793938,0 days 00:00:19.220560,gelu,64,0.0,4,huber,0.0009048558345533879,0.31054767067968175,1.8548236999007095e-06,128,,COMPLETE
207,1.2897863388061523,2025-10-13 20:54:08.894041,2025-10-13 20:54:31.243225,0 days 00:00:22.349184,gelu,64,0.0,5,huber,0.0009692445974642476,0.3701341734681645,1.6345367254226555e-05,128,,COMPLETE
208,1.3555629014968873,2025-10-13 20:54:31.342806,2025-10-13 20:55:46.983596,0 days 00:01:15.640790,gelu,16,0.0,5,huber,0.0008550852996719423,0.35800821923617954,7.843367875791691e-06,128,,COMPLETE
209,1.4882312536239624,2025-10-13 20:55:47.083677,2025-10-13 20:56:16.456732,0 days 00:00:29.373055,gelu,64,0.3,5,huber,0.0013456144681116412,0.34920566539265363,1.6566838143143654e-06,128,,COMPLETE
210,1.2795443654060363,2025-10-13 20:56:16.558709,2025-10-13 20:56:39.166699,0 days 00:00:22.607990,gelu,64,0.0,5,huber,0.0010578361863793095,0.36662318278990635,1.2254148815904744e-05,128,,COMPLETE
211,1.2720240592956542,2025-10-13 20:56:39.251942,2025-10-13 20:57:03.319015,0 days 00:00:24.067073,gelu,64,0.0,5,huber,0.0009545488226329913,0.3832291411766944,2.0506783463687386e-05,128,,COMPLETE
212,1.2826712131500244,2025-10-13 20:57:03.420099,2025-10-13 20:57:28.106701,0 days 00:00:24.686602,gelu,64,0.0,5,huber,0.0009891298505962202,0.3905350321561813,2.327703777295492e-05,128,,COMPLETE
213,1.2664846420288085,2025-10-13 20:57:28.208502,2025-10-13 20:57:50.536094,0 days 00:00:22.327592,gelu,64,0.0,5,huber,0.0008905453467119288,0.3771402987729697,1.7460011894278814e-05,128,,COMPLETE
214,1.2573985576629638,2025-10-13 20:57:50.635553,2025-10-13 20:58:17.700190,0 days 00:00:27.064637,gelu,64,0.0,5,huber,0.000820901719198096,0.34403037283116233,2.079290153539772e-05,128,,COMPLETE
215,1.2847860217094422,2025-10-13 20:58:17.786012,2025-10-13 20:58:40.804651,0 days 00:00:23.018639,gelu,64,0.0,5,huber,0.0009133625660130755,0.3855192649233561,1.2096848472906052e-06,128,,COMPLETE
216,1.2686257243156434,2025-10-13 20:58:40.904205,2025-10-13 20:59:05.742658,0 days 00:00:24.838453,gelu,64,0.0,5,huber,0.0009341951668225414,0.3720445752564448,1.411194177383242e-05,128,,COMPLETE
217,1.291756808757782,2025-10-13 20:59:05.842340,2025-10-13 20:59:25.922299,0 days 00:00:20.079959,gelu,64,0.0,3,huber,0.0010162253664576105,0.3617800348538222,9.79712472136495e-06,128,,COMPLETE
218,1.4421735286712647,2025-10-13 20:59:26.008460,2025-10-13 20:59:54.927188,0 days 00:00:28.918728,gelu,64,0.2,5,huber,0.0009749215605889694,0.3801117390212399,1.0207119688147479e-06,128,,COMPLETE
219,1.3062263488769532,2025-10-13 20:59:55.027114,2025-10-13 21:00:20.601284,0 days 00:00:25.574170,gelu,64,0.0,5,huber,0.0009507926134596609,0.350817708203296,6.83064411936968e-06,256,True,COMPLETE
220,1.263444721698761,2025-10-13 21:00:20.704610,2025-10-13 21:00:45.235746,0 days 00:00:24.531136,gelu,64,0.0,5,huber,0.0007842199487971066,0.35522469233158577,1.36681798850922e-06,128,,COMPLETE
221,1.2877633929252625,2025-10-13 21:00:45.335120,2025-10-13 21:01:04.798218,0 days 00:00:19.463098,gelu,64,0.0,5,huber,0.0010693909897850976,0.3626261623794443,1.745938267734528e-05,128,,COMPLETE
222,1.2641989946365357,2025-10-13 21:01:04.888254,2025-10-13 21:01:27.821420,0 days 00:00:22.933166,gelu,64,0.0,5,huber,0.001048032873218853,0.3653656442626623,2.560829229778038e-05,128,,COMPLETE
223,1.2651164650917053,2025-10-13 21:01:27.921853,2025-10-13 21:01:52.910129,0 days 00:00:24.988276,gelu,64,0.0,5,huber,0.0010065200282572617,0.35945252788313653,2.0893579672775392e-05,128,,COMPLETE
224,1.2555559754371644,2025-10-13 21:01:53.009763,2025-10-13 21:02:17.935812,0 days 00:00:24.926049,gelu,64,0.0,5,huber,0.0009208876037395212,0.3402166136912897,1.886464453612751e-05,128,,COMPLETE
225,1.2519171714782715,2025-10-13 21:02:18.029169,2025-10-13 21:02:40.783033,0 days 00:00:22.753864,gelu,64,0.0,5,huber,0.0008945136108028466,0.339390219020669,1.6571026465325988e-05,128,,COMPLETE
226,1.2680525541305543,2025-10-13 21:02:40.885051,2025-10-13 21:03:04.747264,0 days 00:00:23.862213,gelu,64,0.0,5,huber,0.0008879667824938492,0.3388444795365932,1.1531685405803821e-05,128,,COMPLETE
227,1.2332586288452148,2025-10-13 21:03:04.846980,2025-10-13 21:03:30.581780,0 days 00:00:25.734800,gelu,64,0.0,5,huber,0.0009169854008657949,0.3342638408320962,1.611431472593731e-05,128,,COMPLETE
228,1.261845314502716,2025-10-13 21:03:30.667408,2025-10-13 21:03:50.869597,0 days 00:00:20.202189,gelu,64,0.0,5,huber,0.0008804667096536506,0.3450308809038914,1.54738018965508e-05,128,,COMPLETE
229,1.2599886655807495,2025-10-13 21:03:50.977957,2025-10-13 21:04:15.343432,0 days 00:00:24.365475,gelu,64,0.0,5,huber,0.0008601254588413728,0.3283606786841675,1.4461613513492482e-05,128,,COMPLETE
230,1.2514766931533814,2025-10-13 21:04:15.442850,2025-10-13 21:04:39.636078,0 days 00:00:24.193228,gelu,64,0.0,5,huber,0.0009081369184804699,0.32955010541641855,1.166899982201828e-06,128,,COMPLETE
231,1.2469772458076478,2025-10-13 21:04:39.735587,2025-10-13 21:05:03.247213,0 days 00:00:23.511626,gelu,64,0.0,5,huber,0.0009179531194464532,0.3327301891383134,1.2461002467568778e-06,128,,COMPLETE
232,1.2516782522201537,2025-10-13 21:05:03.349155,2025-10-13 21:05:26.880945,0 days 00:00:23.531790,gelu,64,0.0,5,huber,0.000905649056288819,0.3306882987146776,1.2003568880377729e-06,128,,COMPLETE
233,1.279901146888733,2025-10-13 21:05:26.981553,2025-10-13 21:05:47.467245,0 days 00:00:20.485692,gelu,64,0.0,5,huber,0.0009078616429289972,0.32223668163412167,1.2313341317059196e-06,128,,COMPLETE
234,1.2418041467666625,2025-10-13 21:05:47.552985,2025-10-13 21:06:12.857206,0 days 00:00:25.304221,gelu,64,0.0,5,huber,0.0009331147033132917,0.3260454499327834,1.152320977157884e-06,128,,COMPLETE
235,1.2514317870140075,2025-10-13 21:06:12.956762,2025-10-13 21:06:37.906997,0 days 00:00:24.950235,gelu,64,0.0,5,huber,0.0008787609432875324,0.3302107044124248,1.1068906251663396e-06,128,,COMPLETE
236,1.2746873855590821,2025-10-13 21:06:38.007754,2025-10-13 21:07:01.226141,0 days 00:00:23.218387,gelu,64,0.0,5,huber,0.0008472142342444254,0.32555891569450685,1.150746120210058e-06,128,,COMPLETE
237,1.2314188003540039,2025-10-13 21:07:01.329477,2025-10-13 21:07:26.667271,0 days 00:00:25.337794,gelu,64,0.0,5,huber,0.000884401090988659,0.3292396737740787,1.0124089096351723e-06,128,,COMPLETE
238,1.388565480709076,2025-10-13 21:07:26.755200,2025-10-13 21:07:51.332241,0 days 00:00:24.577041,gelu,32,0.0,2,mae,0.0008681677249084269,0.3295020232340323,1.3297588487910125e-06,1024,,COMPLETE
239,1.2776004672050476,2025-10-13 21:07:51.434237,2025-10-13 21:08:13.157694,0 days 00:00:21.723457,gelu,64,0.0,5,huber,0.000885250481828619,0.3331104114033584,1.5806743381688023e-06,128,,COMPLETE
240,1.2935409665107727,2025-10-13 21:08:13.258856,2025-10-13 21:08:32.225970,0 days 00:00:18.967114,gelu,64,0.0,5,huber,0.0009362170994234832,0.32523047894298324,1.2986788645431365e-06,128,,COMPLETE
241,1.275867474079132,2025-10-13 21:08:32.312550,2025-10-13 21:08:51.251876,0 days 00:00:18.939326,gelu,64,0.0,5,huber,0.0014821782710070079,0.33106071233038115,1.033326568774645e-06,128,,COMPLETE
242,1.2721763968467712,2025-10-13 21:08:51.353209,2025-10-13 21:09:16.769331,0 days 00:00:25.416122,gelu,64,0.0,5,huber,0.0009245272696143595,0.33469511700851756,1.0045620775079155e-06,128,,COMPLETE
243,1.2393773317337036,2025-10-13 21:09:16.862275,2025-10-13 21:09:44.938799,0 days 00:00:28.076524,gelu,64,0.0,5,huber,0.0008878704007783572,0.3261407401110636,1.1611206053126097e-06,128,,COMPLETE
244,1.2682631015777588,2025-10-13 21:09:45.040880,2025-10-13 21:10:08.784313,0 days 00:00:23.743433,gelu,64,0.0,5,huber,0.0008653495126819867,0.32131781966121364,1.1726858372580092e-06,128,,COMPLETE
245,1.2922465562820435,2025-10-13 21:10:08.883555,2025-10-13 21:10:31.083964,0 days 00:00:22.200409,gelu,64,0.0,5,huber,0.0008376243551336842,0.31671801858068727,1.4849464901693916e-06,128,,COMPLETE
