number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_dropout,params_layers,params_loss,params_max_lr,params_pct_start,params_weight_decay,params_width,user_attrs_constraint_adjusted_dropout,state
28,1.2642728900909423,2025-10-13 19:19:45.161166,2025-10-13 19:19:47.402381,0 days 00:00:02.241215,gelu,64,0.0,3,mse,0.0009994923744288526,0.35892869279519646,9.090844290210032e-06,1024,,COMPLETE
29,1.2737554109096527,2025-10-13 19:19:47.495905,2025-10-13 19:19:51.295046,0 days 00:00:03.799141,gelu,32,0.2,3,mse,0.0014609007885424095,0.28255654296804605,5.491868261598929e-06,512,,COMPLETE
30,1.286476069688797,2025-10-13 19:19:51.386769,2025-10-13 19:20:03.457900,0 days 00:00:12.071131,relu,16,0.1,5,huber,0.0013125586392056274,0.31357065471746814,3.2232843833995928e-06,256,,COMPLETE
31,1.2715905129909515,2025-10-13 19:20:03.546952,2025-10-13 19:20:08.087502,0 days 00:00:04.540550,relu,32,0.1,4,mae,0.0009734377065266774,0.38314912583063526,5.011684307529255e-06,1024,,COMPLETE
32,1.233084601163864,2025-10-13 19:20:08.177777,2025-10-13 19:20:12.733073,0 days 00:00:04.555296,relu,32,0.1,4,mse,0.0011320107382542055,0.3655066233307315,7.251187456771412e-06,1024,,COMPLETE
33,1.2581869184970855,2025-10-13 19:20:12.834870,2025-10-13 19:20:17.258135,0 days 00:00:04.423265,relu,32,0.1,4,mse,0.0011242125599709592,0.3626534703817007,1.621348615360258e-05,1024,,COMPLETE
34,1.26110320687294,2025-10-13 19:20:17.354607,2025-10-13 19:20:21.006637,0 days 00:00:03.652030,relu,32,0.1,4,mse,0.0016500262806232993,0.34010954591290116,7.558117287556819e-06,1024,,COMPLETE
35,1.2583861708641053,2025-10-13 19:20:21.106398,2025-10-13 19:20:23.641342,0 days 00:00:02.534944,relu,32,0.0,2,mse,0.0012565488541696004,0.2960246895512304,1.9280129188773034e-06,1024,,COMPLETE
36,1.326228243112564,2025-10-13 19:20:23.739188,2025-10-13 19:20:29.086196,0 days 00:00:05.347008,relu,32,0.3,4,mse,0.0010561510098534785,0.3485210934140039,1.1769515602040144e-05,512,,COMPLETE
37,1.3158273255825044,2025-10-13 19:20:29.180493,2025-10-13 19:20:31.913352,0 days 00:00:02.732859,relu,32,0.1,3,huber,0.0018965175712411398,0.33247850005439805,2.8286207400357545e-05,1024,,COMPLETE
38,1.2806698620319366,2025-10-13 19:20:32.009114,2025-10-13 19:20:36.545591,0 days 00:00:04.536477,relu,32,0.2,4,mse,0.0008093576502651986,0.3883181201779575,7.724475181303864e-06,1024,,COMPLETE
39,1.2259413659572602,2025-10-13 19:20:36.640915,2025-10-13 19:20:44.733998,0 days 00:00:08.093083,gelu,32,0.1,6,mse,0.0011828866489398202,0.36744892944844293,5.9909754658310755e-05,512,,COMPLETE
40,1.2266453683376313,2025-10-13 19:20:44.829181,2025-10-13 19:20:50.402297,0 days 00:00:05.573116,gelu,32,0.0,6,mse,0.0015327612946383327,0.3676881974159694,0.00010602616481464266,512,,COMPLETE
41,1.246615719795227,2025-10-13 19:20:50.497053,2025-10-13 19:20:57.264546,0 days 00:00:06.767493,gelu,32,0.0,6,mse,0.0015381133776049918,0.36230815354138335,0.00021248332531337367,512,,COMPLETE
42,1.272996288537979,2025-10-13 19:20:57.359525,2025-10-13 19:21:03.041282,0 days 00:00:05.681757,gelu,32,0.0,6,mse,0.0015634692172797806,0.36545454849441467,0.0001795208836473748,512,,COMPLETE
43,1.2753535211086273,2025-10-13 19:21:03.135310,2025-10-13 19:21:09.435254,0 days 00:00:06.299944,gelu,32,0.0,6,mse,0.0011993883572453898,0.3881129299155113,0.00031377769348601867,512,,COMPLETE
